Unnamed: 0,B2_3-2_Spleen_S12,B2_3-1_Spleen_S6,B2_3-5_Spleen_S24,B2_1-6_Spleen_S17,B2_1-3_Spleen_S42,B2_2-6_Spleen_S43,B2_2-4_Spleen_S34,B2_1-4_Spleen_S5,B2_2-2_Spleen_S23,B2_3-3_Spleen_S18,B2_1-5_Spleen_S11
ENSMUST00000191405.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000179631.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000232363.2,0.0,0.0,60.252,0.0,0.0,84.581,0.0,0.0,0.0,0.0,0.0
ENSMUST00000182919.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000175982.8,2.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000115229.10,,,,,,,,,,,
ENSMUST00000009329.3,123.0,209.0,566.0,270.0,145.0,48.0,305.0,123.0,308.0,42.0,35.0
ENSMUST00000187778.2,,,,,,,,,,,
ENSMUST00020182597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000216305.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000123565.8,1.273,0.0,0.0,1.424,3.516,0.0,1.394,0.0,0.0,0.0,1.284
ENSMUST00000194994.2,8.0,2.0,32.0,35.0,55.0,4.0,42.0,13.0,39.0,11.0,8.0
ENSMUST00000239954.1,,,,,,,,,,,
ENSMUST00000030488.3,53.316,11.157,10.97,26.472,53.689,104.532,52.758,19.34,0.0,0.0,0.0
ENSMUST00000136205.2,4.337,0.0,9.511,9.13,2.133,0.0,0.0,0.0,8.635,0.0,0.0
ENSMUST00000219327.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000169424.8,4.4,0.0,6.0,0.0,5.223,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000227307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000189868.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000165985.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000132214.8,1.242,0.0,1.817,0.0,1.496,0.0,4.162,0.0,0.0,0.0,0.0
ENSMUST00000242508.1,0.0,0.0,26.0,5.937,4.156,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000232233.2,648.732,270.683,745.128,547.009,228.388,295.418,582.101,471.499,155.705,191.165,336.902
ENSMUST00000176745.8,480.608,0.0,1566.026,1551.896,1182.654,316.493,1230.065,270.266,1116.965,0.0,569.545
ENSMUST00000216258.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000033543.14,965.878,371.628,1183.806,847.493,591.482,411.333,782.403,732.085,410.423,317.34,476.121
ENSMUST00000227642.2,0.0,0.0,11.221,7.328,14.372,0.0,14.307,8.272,37.227,0.0,0.0
ENSMUST00000239504.1,0.0,33.795,3.373,4.869,2.423,0.0,0.0,1.013,1.173,5.0,0.0
ENSMUST00000102973.4,2802.473,833.0,3798.751,4140.882,2553.837,985.0,3003.0,1890.0,1770.732,715.0,1779.0
ENSMUST00000209598.2,849.008,372.919,535.882,1045.166,417.883,198.807,510.898,387.59,127.874,142.151,271.057
ENSMUST00000021646.6,31.0,19.0,41.0,0.0,113.183,0.0,0.0,13.0,0.0,6.0,12.0
ENSMUST00000109112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000188632.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000226161.2,0.0,0.0,0.0,0.0,1.659,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000117645.8,431.675,342.557,719.447,273.072,0.0,268.177,0.0,628.607,180.862,271.939,91.178
ENSMUST00000213127.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000194523.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000045154.6,8548.0,3995.0,12832.0,11220.0,7127.0,4672.0,10074.0,8026.0,5883.0,2853.0,4756.0
ENSMUST00000213039.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000180235.2,128.365,46.602,45.284,42.152,49.026,3.618,95.281,60.094,40.335,19.597,43.311
ENSMUST00000220762.2,9.0,32.0,6.0,17.0,11.0,16.0,7.0,26.0,10.0,18.0,0.0
ENSMUST00000175707.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000195860.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000117164.8,1.095,0.0,21.299,10.116,9.411,0.0,0.0,0.0,11.47,0.0,0.0
ENSMUST00000204210.2,76.277,10.827,23.492,0.0,67.268,0.0,69.733,0.0,126.706,6.256,544.608
ENSMUST00000149133.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000246307.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000076542.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000198825.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000160513.2,0.0,10.973,15.39,12.208,9.748,9.628,13.606,10.873,0.0,6.944,0.0
ENSMUST00000036300.13,952.304,582.834,1102.892,1155.316,1154.009,469.447,1043.736,1092.893,499.234,822.302,514.761
ENSMUST00000228701.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000125117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000201946.2,1.047,0.0,2.135,1.058,5.243,0.0,2.129,5.562,0.0,0.0,0.0
ENSMUST00000215899.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000059546.6,57.009,27.345,52.548,54.024,21.083,30.199,49.234,28.77,14.594,1.185,36.742
ENSMUST00000191432.2,,,,,,,,,,,
ENSMUST00000243552.1,59.0,61.0,101.0,104.0,69.0,6.0,59.0,76.0,58.0,31.0,71.0
ENSMUST00000205757.2,16.157,0.0,16.613,22.484,18.346,8.477,28.205,9.0,0.0,0.0,0.0
ENSMUST00000198505.2,15.947,0.0,2.857,15.579,13.599,17.417,12.49,4.492,7.092,0.0,16.849
ENSMUST00000137939.8,222.295,306.883,132.824,193.417,92.42,109.029,221.542,348.811,40.255,152.264,67.325
ENSMUST00000211421.2,18.0,0.0,41.0,34.0,26.0,11.0,31.0,54.0,8.0,16.0,11.0
ENSMUST00000183950.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000242125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000238979.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000051364.4,4078.44,2076.587,5749.531,4283.254,2286.918,1938.155,4121.332,3682.521,1768.923,947.303,2290.79
ENSMUST00000163701.2,85.864,51.0,49.0,91.612,66.874,28.698,0.0,0.0,35.694,43.0,119.026
ENSMUST00000241441.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000023525.9,1641.991,645.0,3037.0,2392.97,1336.459,723.0,2045.979,1363.0,1644.317,397.0,1294.0
ENSMUST00000083619.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000080089.11,2219.273,848.831,3547.904,2708.54,1633.914,860.428,2355.885,1534.926,1559.667,653.047,1481.504
ENSMUST00000200439.2,986.094,431.179,2241.881,1881.474,1578.351,289.499,1658.046,912.444,2559.251,219.882,1082.773
ENSMUST00000166539.3,0.0,2.022,6.95,3.582,1.107,2.036,3.429,2.82,0.0,0.0,8.321
ENSMUST00000207641.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000182818.3,11.906,0.0,0.0,13.62,0.0,0.0,0.0,0.0,4.0,0.0,16.0
ENSMUST00000203919.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000154270.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000139812.2,186.255,396.024,78.811,0.0,12.181,275.275,26.535,190.085,0.0,194.211,0.0
ENSMUST00000027027.7,1357.39,572.972,3033.847,2149.419,1435.157,625.491,1894.45,1345.64,1780.874,673.124,1028.096
ENSMUST00000128117.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000121840.8,0.0,0.0,0.0,2.867,3.585,0.0,10.192,4.612,1.528,11.931,0.0
ENSMUST00000198755.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000112465.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000114217.3,185.0,35.916,175.0,0.0,190.0,0.0,102.654,127.195,117.334,0.0,88.0
ENSMUST00000127477.8,4372.409,1658.749,4511.907,3658.036,2315.839,1976.229,3291.839,3720.575,1537.757,1164.403,1939.935
ENSMUST00000124287.8,0.0,0.0,89.892,77.728,0.0,0.0,0.0,10.657,92.536,52.046,0.0
ENSMUST00000178019.3,1.633,0.0,10.65,23.991,0.0,0.0,9.056,0.0,10.661,0.0,0.0
ENSMUST00000207791.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000213824.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000222627.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000206963.2,65.732,6.488,114.532,76.055,69.631,18.772,75.907,63.221,19.268,0.0,0.0
ENSMUST00000156124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000091236.11,396.664,68.986,1772.643,1529.537,1174.948,127.458,1256.322,313.892,2473.3,126.746,236.62
ENSMUST00000126718.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000038149.13,6002.014,3390.161,7684.353,6678.948,4122.819,2817.337,6067.081,5793.063,3172.43,2424.866,3233.452
ENSMUST00000137289.2,8.205,0.0,18.721,10.61,12.221,0.0,13.307,11.35,22.81,0.0,12.538
ENSMUST00000226501.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000144179.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000179347.3,0.0,51.0,46.0,15.664,30.0,0.0,0.0,0.0,12.053,0.0,0.0
ENSMUST00000192756.2,1.0,0.0,23.0,1.0,6.0,4.0,22.0,0.0,3.0,7.0,0.0
ENSMUST00020182022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000132486.2,202.423,56.449,249.431,360.599,111.846,137.55,229.196,237.373,136.329,73.095,121.849
ENSMUST00000205269.2,2840.227,1646.718,2833.776,2110.037,1226.056,1352.398,1855.259,2464.186,822.681,984.56,1396.245
ENSMUST00000151055.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000219329.2,5.187,0.0,5.574,20.97,12.551,0.0,38.611,2.998,56.368,0.0,0.0
ENSMUST00000111448.2,5931.13,4261.814,3292.73,4141.518,1759.781,5050.203,3873.275,7570.966,2143.199,4830.979,0.0
ENSMUST00000238892.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000027198.12,2767.0,1048.964,4175.284,3478.669,2150.875,1000.92,2816.409,1843.786,2360.449,679.052,1456.448
ENSMUST00000109506.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00020183501.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000130093.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000213571.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000216086.2,0.0,0.0,1.011,0.941,2.175,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000128749.2,0.0,0.0,5.122,2.076,9.507,0.0,0.0,0.0,13.623,0.0,0.0
ENSMUST00000174867.8,0.0,0.0,6.431,1.443,4.713,0.0,18.405,14.374,0.0,0.0,1.579
ENSMUST00000145698.8,0.0,0.0,0.0,12.869,10.53,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00020183587.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000121463.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000047876.7,9.0,0.0,1.0,4.0,4.0,0.0,12.0,5.0,3.0,0.0,3.0
ENSMUST00000135976.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000234750.2,358.423,53.977,448.93,455.247,357.412,202.051,338.275,314.52,293.623,133.177,194.601
ENSMUST00000144170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000246722.1,38.996,6.619,69.51,47.414,23.874,15.842,12.672,52.674,33.348,0.0,10.946
ENSMUST00000005616.16,18221.378,8072.559,22996.604,18618.407,14401.3,8718.691,19403.296,15453.184,11034.552,3715.04,7602.892
ENSMUST00000183361.3,22.358,0.0,15.486,52.912,38.77,0.0,23.043,27.863,18.601,7.0,6.204
ENSMUST00000145933.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000142976.2,1.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024
ENSMUST00000103211.8,0.0,0.0,9.655,7.402,1.217,0.0,2.454,0.0,1.303,0.0,0.0
ENSMUST00000026937.12,8628.926,4084.956,10207.398,8731.256,4959.563,4113.602,8660.792,6541.797,3230.033,2501.043,4250.69
ENSMUST00000212517.2,0.0,1.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000100532.10,476.932,245.896,453.476,395.802,239.927,266.278,514.776,223.015,93.678,172.845,81.418
ENSMUST00000072040.7,2421.504,898.879,4372.994,3620.24,1940.695,1030.726,3098.175,1991.528,1945.295,459.331,1580.032
ENSMUST00000001801.11,3435.297,0.0,4681.588,4005.076,2971.101,1494.971,4230.655,2680.066,2546.44,328.69,1554.904
ENSMUST00000187319.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000145549.2,18.042,30.0,10.003,24.998,10.0,19.393,10.014,29.222,16.012,3.0,20.0
ENSMUST00000125420.8,0.0,0.0,0.0,0.0,3.275,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000236628.2,190.386,68.864,127.491,243.384,318.117,68.331,156.284,177.858,247.604,57.576,116.578
ENSMUST00000156037.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000177778.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000204488.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000144485.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000133298.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
ENSMUST00000157852.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000197938.5,0.0,0.0,30.201,38.498,35.019,0.0,0.0,0.0,72.091,0.0,0.0
ENSMUST00000171504.6,71.001,24.0,56.0,71.176,113.002,41.004,61.003,106.002,45.001,69.0,54.001
ENSMUST00000112483.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000106487.9,0.0,0.0,0.0,1.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000179696.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000203893.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00020182152.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000179462.2,,,,,,,,,,,
ENSMUST00000166018.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000219285.2,24.992,1.055,63.388,67.907,45.353,3.166,76.02,17.709,29.92,18.396,20.108
ENSMUST00000205617.2,244.015,112.498,245.828,271.678,239.216,160.249,435.897,243.367,132.427,24.873,53.769
ENSMUST00000172787.8,0.0,0.0,0.0,0.0,1.487,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000188661.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000172553.2,0.0,1.09,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627
ENSMUST00000152702.2,0.0,3.0,0.0,0.0,1.331,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000162512.8,1216.603,696.0,1425.394,1200.996,761.229,579.0,1102.799,858.7,635.077,381.01,539.085
ENSMUST00000214192.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000056136.4,1233.0,575.0,2059.0,1932.0,1575.0,815.117,1818.014,900.066,1052.0,366.0,444.0
ENSMUST00000204806.2,100.632,128.675,76.096,62.916,49.524,149.022,110.449,81.999,44.651,161.606,27.131
ENSMUST00000236002.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000239148.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000037623.15,223.003,96.314,912.152,312.789,459.771,44.403,725.0,223.767,555.0,74.705,817.636
ENSMUST00000050083.6,4.073,10.728,18.448,0.0,0.0,0.0,4.381,0.0,0.0,0.0,0.0
ENSMUST00000130264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000129269.8,1650.58,159.754,4948.403,4866.129,2725.908,787.888,3899.345,1176.27,3196.503,89.874,1363.166
ENSMUST00000194901.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000111279.9,133.942,135.783,188.295,120.675,113.53,108.0,207.512,79.669,61.641,0.0,100.055
ENSMUST00000103067.10,2948.644,951.549,4097.316,3708.594,2156.255,1084.125,3087.328,2108.321,2429.448,971.581,1564.449
ENSMUST00000169393.8,0.0,0.0,0.0,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000179529.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000121651.8,237.213,43.039,328.991,218.602,110.426,111.49,239.21,286.441,86.779,75.574,165.468
ENSMUST00000235490.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000152473.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.538,0.0
ENSMUST00000153867.8,17.176,0.0,40.621,25.938,16.827,0.0,3.594,3.944,40.417,4.327,15.699
ENSMUST00000132169.8,5.363,0.0,27.198,54.006,21.079,0.0,25.7,9.28,47.458,2.66,0.0
ENSMUST00000125223.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000155987.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000124752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000147321.2,641.599,323.83,380.239,167.589,125.041,297.368,288.819,346.963,101.973,111.385,212.604
ENSMUST00000235991.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUST00000147113.2,6.0,0.0,6.177,4.342,0.0,14.695,0.0,8.456,1.0,12.0,0.0
ENSMUST00000124517.9,0.0,0.0,8.427,0.0,5.393,0.0,0.0,5.383,1.0,0.0,0.0
ENSMUST00000243546.1,3.0,0.0,0.0,1.713,7.797,4.0,0.0,6.0,0.0,0.0,12.551
ENSMUST00000221944.2,29.42,0.0,32.685,42.553,52.052,0.0,31.434,36.256,48.748,1.736,0.0
ENSMUST00000177965.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000083454.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000028803.14,1693.807,1127.101,1735.485,1203.908,706.47,850.549,1408.129,1246.748,682.038,340.072,689.989
ENSMUST00000203905.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000196810.2,7.0,10.668,17.0,15.454,12.603,0.0,8.731,5.0,11.0,0.0,0.0
ENSMUST00000119135.2,0.0,0.0,0.0,0.0,0.0,5.032,0.0,0.0,0.0,0.0,0.0
ENSMUST00000239571.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000121480.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000221723.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000145811.2,1.258,0.0,15.743,4.848,9.234,11.468,13.53,13.758,19.334,0.0,0.0
ENSMUST00000173350.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000203026.2,0.0,0.0,0.0,2.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000204147.2,0.0,0.0,0.0,8.693,0.0,0.0,0.0,1.256,1.557,0.0,0.0
ENSMUST00000147605.8,492.832,252.563,531.838,634.357,400.76,91.702,205.797,351.491,266.885,195.556,1372.159
ENSMUST00000160232.8,0.0,0.0,14.374,3.803,0.0,0.0,0.0,0.0,0.0,1.06,0.0
ENSMUST00000231573.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000158955.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000181066.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000129044.8,4013.67,2879.498,4187.424,3088.107,1322.617,1741.609,2828.516,4148.351,713.833,967.112,1975.676
ENSMUST00000109152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000224239.2,0.0,0.0,3.198,0.0,0.0,0.0,3.077,0.0,0.0,0.0,0.0
ENSMUST00000021356.6,1202.779,462.365,1332.5,915.888,572.071,415.466,1011.941,847.421,445.595,178.904,514.047
ENSMUST00000103704.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000085040.5,3728.0,1083.0,4682.0,4226.0,2392.0,1061.0,3090.0,1914.0,2724.0,767.0,1606.0
ENSMUST00000152254.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000210918.2,54674.11,11296.986,74307.243,68842.409,34467.658,24963.054,57491.773,53218.383,28715.127,8722.202,25036.37
ENSMUST00000121826.3,35.976,0.0,0.0,69.588,85.871,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000134199.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000134448.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000126489.2,1502.3,1167.683,987.111,851.973,547.692,826.921,993.725,1482.738,238.482,750.036,856.94
ENSMUST00000104530.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000133513.2,0.0,9.836,4.306,0.0,2.72,0.0,0.0,0.0,1.517,0.0,0.0
ENSMUST00000233677.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSMUST00000139910.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000214611.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000117793.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000226095.2,3.883,0.0,14.799,6.982,15.159,0.0,0.0,8.547,7.646,0.0,0.0
ENSMUST00000087043.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000188053.2,15.702,0.0,8.985,22.71,9.775,0.0,18.805,1.091,15.622,0.0,1.374
ENSMUST00000083580.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000201687.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000245366.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000233739.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000216345.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000242173.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000074371.13,9831.126,5686.154,4521.744,1665.975,351.963,1617.521,2910.825,2295.048,1081.294,3171.449,3750.841
ENSMUST00000137817.8,0.0,5.404,2.998,0.0,11.166,0.0,18.168,0.0,7.606,1.379,24.821
ENSMUST00000222852.2,0.0,0.0,5.168,0.0,1.037,0.0,4.049,0.0,6.099,0.0,0.0
ENSMUST00000223912.2,28.1,40.479,84.977,57.332,32.226,0.0,42.885,0.0,55.054,0.0,0.0
ENSMUST00000221167.2,1285.826,846.802,1824.729,1863.878,1228.312,305.839,1616.939,1056.704,1759.357,342.619,1134.312
ENSMUST00000136611.2,0.0,0.0,14.644,8.867,1.318,2.955,12.789,4.206,3.108,0.0,0.0
ENSMUST00000145272.2,1.007,0.0,5.0,6.086,7.412,2.042,1.0,0.0,6.428,0.0,4.0
ENSMUST00000097547.10,1594.938,411.791,2601.137,1912.137,1152.089,455.154,1566.43,1298.201,1255.816,692.174,921.814
